PheCode,Number.of.cases,Number.of.controls,Number.of.excluded.controls,Phenotype.Description,Phenotype.Category,URL.ManhattanPlot,Colors
580.11,79,"397,602","11,280",Proliferative glomerulonephritis,genitourinary,https://www.dropbox.com/s/9edbml3u5ydyf5d/580.11-Proliferativeglomerulonephritis-79cases-397602controls.mh.pdf?dl=0,goldenrod4
580.12,136,"397,602","11,223",Non-proliferative glomerulonephritis,genitourinary,https://www.dropbox.com/s/0nqo0xmirynhd8i/580.12-Non-proliferativeglomerulonephritis-136cases-397602controls.mh.pdf?dl=0,goldenrod4
580.14,845,"397,602","10,514","Chronic glomerulonephritis, NOS",genitourinary,https://www.dropbox.com/s/qxp0i108gxc7xg0/580.14-Chronicglomerulonephritis-NOS-845cases-397602controls.mh.pdf?dl=0,goldenrod4
580.2,469,"397,602","10,890",Nephrotic syndrome without mention of glomerulonephritis,genitourinary,https://www.dropbox.com/s/72zjupepd0ffrzi/580.2-Nephroticsyndromewithoutmentionofglomerulonephritis-469cases-397602controls.mh.pdf?dl=0,goldenrod4
580.3,252,"397,602","11,107",Nephritis and nephropathy without mention of glomerulonephritis,genitourinary,https://www.dropbox.com/s/lh4pmfadgr77h16/580.3-Nephritisandnephropathywithoutmentionofglomerulonephritis-252cases-397602controls.mh.pdf?dl=0,goldenrod4
580.32,252,"397,602","11,107",Nephritis and nephropathy with pathological lesion,genitourinary,https://www.dropbox.com/s/hboq38pxdjlekzi/580.32-Nephritisandnephropathywithpathologicallesion-252cases-397602controls.mh.pdf?dl=0,goldenrod4
585,"6,985","397,602","4,374",Renal failure,genitourinary,https://www.dropbox.com/s/o0m6xm3tigxbw7f/585-Renalfailure-6985cases-397602controls.mh.pdf?dl=0,goldenrod4
585.1,"4,521","397,602","6,838",Acute renal failure,genitourinary,https://www.dropbox.com/s/xvrgywdfquitzuh/585.1-Acuterenalfailure-4521cases-397602controls.mh.pdf?dl=0,goldenrod4
585.2,"1,412","397,602","9,947",Renal failure NOS,genitourinary,https://www.dropbox.com/s/9cifher797iukjx/585.2-RenalfailureNOS-1412cases-397602controls.mh.pdf?dl=0,goldenrod4
585.3,"2,629","397,602","8,730",Chronic renal failure [CKD],genitourinary,https://www.dropbox.com/s/0adno7jlj2c5bdq/585.3-Chronicrenalfailure-CKD--2629cases-397602controls.mh.pdf?dl=0,goldenrod4
585.31,495,"397,602","10,864",Renal dialysis,genitourinary,https://www.dropbox.com/s/l01ebf0h3t21mpw/585.31-Renaldialysis-495cases-397602controls.mh.pdf?dl=0,goldenrod4
586,"3,362","397,602","7,997",Other disorders of the kidney and ureters,genitourinary,https://www.dropbox.com/s/50yqiixighzkaew/586-Otherdisordersofthekidneyandureters-3362cases-397602controls.mh.pdf?dl=0,goldenrod4
586.1,213,"397,602","11,146",Anatomical abnormatilies of kidney and ureters,genitourinary,https://www.dropbox.com/s/bi0rnr6kmbb6h9g/586.1-Anatomicalabnormatiliesofkidneyandureters-213cases-397602controls.mh.pdf?dl=0,goldenrod4
586.11,178,"397,602","11,181",Small kidney,genitourinary,https://www.dropbox.com/s/jkxt88j7bmg828t/586.11-Smallkidney-178cases-397602controls.mh.pdf?dl=0,goldenrod4
586.2,"1,260","397,602","10,099","Cyst of kidney, acquired",genitourinary,https://www.dropbox.com/s/zcux5xdl7v3tlta/586.2-Cystofkidney-acquired-1260cases-397602controls.mh.pdf?dl=0,goldenrod4
586.3,77,"397,602","11,282",Vascular disorders of kidney/hypertrophy,genitourinary,https://www.dropbox.com/s/lpiuqwzk3yj0lco/586.3-Vasculardisordersofkidneyhypertrophy-77cases-397602controls.mh.pdf?dl=0,goldenrod4
586.4,913,"397,602","10,446",Stricture/obstruction of ureter,genitourinary,https://www.dropbox.com/s/qqnbrpidq19nos3/586.4-Strictureobstructionofureter-913cases-397602controls.mh.pdf?dl=0,goldenrod4
587,369,"397,602","10,990",Kidney replaced by transpant,genitourinary,https://www.dropbox.com/s/4n1hd16frnct5mg/587-Kidneyreplacedbytranspant-369cases-397602controls.mh.pdf?dl=0,goldenrod4
588,98,"397,602","11,261",Disorders resulting from impaired renal function,genitourinary,https://www.dropbox.com/s/tgold3oze4fp64s/588-Disordersresultingfromimpairedrenalfunction-98cases-397602controls.mh.pdf?dl=0,goldenrod4
589,117,"397,602","11,242",Abnormal results of function study of kidney,genitourinary,https://www.dropbox.com/s/6kc5qltvst0v25q/589-Abnormalresultsoffunctionstudyofkidney-117cases-397602controls.mh.pdf?dl=0,goldenrod4
590,"1,324","379,936","27,701",Pyelonephritis,genitourinary,https://www.dropbox.com/s/7to14lr2kuaan3h/590-Pyelonephritis-1324cases-379936controls.mh.pdf?dl=0,goldenrod4
591,"12,491","379,936","16,534",Urinary tract infection,genitourinary,https://www.dropbox.com/s/a4b0s9s497riuzj/591-Urinarytractinfection-12491cases-379936controls.mh.pdf?dl=0,goldenrod4
592,"3,088","379,936","25,937",Cystitis and urethritis,genitourinary,https://www.dropbox.com/s/0p9lzau5qoratez/592-Cystitisandurethritis-3088cases-379936controls.mh.pdf?dl=0,goldenrod4
592.1,"2,948","379,936","26,077",Cystitis,genitourinary,https://www.dropbox.com/s/u5agcigfwgp9ruz/592.1-Cystitis-2948cases-379936controls.mh.pdf?dl=0,goldenrod4
592.11,138,"379,936","28,887",Acute cystitis,genitourinary,https://www.dropbox.com/s/08mb3q2j55278sn/592.11-Acutecystitis-138cases-379936controls.mh.pdf?dl=0,goldenrod4
592.12,892,"379,936","28,133",Chronic cystitis,genitourinary,https://www.dropbox.com/s/zqtuusw4w7mfpk8/592.12-Chroniccystitis-892cases-379936controls.mh.pdf?dl=0,goldenrod4
592.13,249,"379,936","28,776",Chronic interstitial cystitis,genitourinary,https://www.dropbox.com/s/o4c5pfzgmu5w3w2/592.13-Chronicinterstitialcystitis-249cases-379936controls.mh.pdf?dl=0,goldenrod4
592.2,167,"379,936","28,858",Urethritis and urethral syndrome,genitourinary,https://www.dropbox.com/s/lf9qhzdgsfclu3g/592.2-Urethritisandurethralsyndrome-167cases-379936controls.mh.pdf?dl=0,goldenrod4
593,"16,409","379,936","12,616",Hematuria,genitourinary,https://www.dropbox.com/s/372bncctuciejaw/593-Hematuria-16409cases-379936controls.mh.pdf?dl=0,goldenrod4
594,"6,643","401,005","1,313",Urinary calculus,genitourinary,https://www.dropbox.com/s/ibqko6pub70d8k5/594-Urinarycalculus-6643cases-401005controls.mh.pdf?dl=0,goldenrod4
594.1,"3,191","401,005","4,765",Calculus of kidney,genitourinary,https://www.dropbox.com/s/kfr852cd75494c7/594.1-Calculusofkidney-3191cases-401005controls.mh.pdf?dl=0,goldenrod4
594.2,778,"401,005","7,178",Calculus of lower urinary tract,genitourinary,https://www.dropbox.com/s/nzrfhua2tqpbx9y/594.2-Calculusoflowerurinarytract-778cases-401005controls.mh.pdf?dl=0,goldenrod4
594.3,"2,417","401,005","5,539",Calculus of ureter,genitourinary,https://www.dropbox.com/s/3453glk7d6g8zdl/594.3-Calculusofureter-2417cases-401005controls.mh.pdf?dl=0,goldenrod4
594.8,"2,055","401,005","5,901",Renal colic,genitourinary,https://www.dropbox.com/s/d4z0v121i4orhai/594.8-Renalcolic-2055cases-401005controls.mh.pdf?dl=0,goldenrod4
595,"1,951","401,005","6,005",Hydronephrosis,genitourinary,https://www.dropbox.com/s/lotfznz8cy7oytn/595-Hydronephrosis-1951cases-401005controls.mh.pdf?dl=0,goldenrod4
596,"9,933","394,699","4,329",Other disorders of bladder,genitourinary,https://www.dropbox.com/s/adafmo2n1dibq9m/596-Otherdisordersofbladder-9933cases-394699controls.mh.pdf?dl=0,goldenrod4
596.1,"1,980","394,699","12,282",Bladder neck obstruction,genitourinary,https://www.dropbox.com/s/n5ad3d8isnuvf31/596.1-Bladderneckobstruction-1980cases-394699controls.mh.pdf?dl=0,goldenrod4
596.5,"1,664","394,699","12,598",Functional disorders of bladder,genitourinary,https://www.dropbox.com/s/c3psvt1jmfg7oj6/596.5-Functionaldisordersofbladder-1664cases-394699controls.mh.pdf?dl=0,goldenrod4
597,"4,069","394,699","10,193",Other disorders of urethra and urinary tract,genitourinary,https://www.dropbox.com/s/naz8i2l5d39n9sq/597-Otherdisordersofurethraandurinarytract-4069cases-394699controls.mh.pdf?dl=0,goldenrod4
597.1,"3,331","394,699","10,931",Urethral stricture (not specified as infectious),genitourinary,https://www.dropbox.com/s/8b5p8rdw3jc0u5y/597.1-Urethralstricture-notspecifiedasinfectious--3331cases-394699controls.mh.pdf?dl=0,goldenrod4
597.2,78,"394,699","14,184",Urinary complications NEC,genitourinary,https://www.dropbox.com/s/szbandbebrkm95e/597.2-UrinarycomplicationsNEC-78cases-394699controls.mh.pdf?dl=0,goldenrod4
598,"3,547","405,414",0,Abnormal findings on examination of urine,genitourinary,https://www.dropbox.com/s/eqej4ilzcu8i9va/598-Abnormalfindingsonexaminationofurine-3547cases-405414controls.mh.pdf?dl=0,goldenrod4
598.9,304,"405,414","3,243",Other nonspecific findings on examination of urine,genitourinary,https://www.dropbox.com/s/a8em0b745tbx4gn/598.9-Othernonspecificfindingsonexaminationofurine-304cases-405414controls.mh.pdf?dl=0,goldenrod4
599,"24,031","384,930",0,Other symptoms/disorders or the urinary system,genitourinary,https://www.dropbox.com/s/lcf6gwle9lamu80/599-Othersymptomsdisordersortheurinarysystem-24031cases-384930controls.mh.pdf?dl=0,goldenrod4
599.1,164,"384,930","23,867",Urinary obstruction,genitourinary,https://www.dropbox.com/s/no6bq3z64fhw6ln/599.1-Urinaryobstruction-164cases-384930controls.mh.pdf?dl=0,goldenrod4
599.2,"6,755","384,930","17,276",Retention of urine,genitourinary,https://www.dropbox.com/s/gpbhti4ompr9ih7/599.2-Retentionofurine-6755cases-384930controls.mh.pdf?dl=0,goldenrod4
599.3,"1,199","384,930","22,832",Dysuria,genitourinary,https://www.dropbox.com/s/jcl83ih0crel375/599.3-Dysuria-1199cases-384930controls.mh.pdf?dl=0,goldenrod4
599.4,"8,856","384,930","15,175",Urinary incontinence,genitourinary,https://www.dropbox.com/s/xuxaxanw7rtbu3e/599.4-Urinaryincontinence-8856cases-384930controls.mh.pdf?dl=0,goldenrod4
599.5,"4,037","384,930","19,994",Frequency of urination and polyuria,genitourinary,https://www.dropbox.com/s/w4vtwebzb1stewo/599.5-Frequencyofurinationandpolyuria-4037cases-384930controls.mh.pdf?dl=0,goldenrod4
599.6,107,"384,930","23,924",Oliguria and anuria,genitourinary,https://www.dropbox.com/s/5s8upf9fgtgqta7/599.6-Oliguriaandanuria-107cases-384930controls.mh.pdf?dl=0,goldenrod4
599.8,89,"384,930","23,942",Other symptoms involving urinary system,genitourinary,https://www.dropbox.com/s/07w3jrx7gfaa1gj/599.8-Othersymptomsinvolvingurinarysystem-89cases-384930controls.mh.pdf?dl=0,goldenrod4
599.9,"1,926","384,930","22,105",Other abnormality of urination,genitourinary,https://www.dropbox.com/s/u0grizq5htnmrki/599.9-Otherabnormalityofurination-1926cases-384930controls.mh.pdf?dl=0,goldenrod4
601.3,59,"390,296","18,606",Orchitis and epididymitis,genitourinary,https://www.dropbox.com/s/2yiohzlfv5gkt94/601.3-Orchitisandepididymitis-59cases-390296controls.mh.pdf?dl=0,goldenrod4
608,"2,833","389,094","17,034",Other disorders of male genital organs,genitourinary,https://www.dropbox.com/s/9bc33j7ts9c1hxy/608-Otherdisordersofmalegenitalorgans-2833cases-389094controls.mh.pdf?dl=0,goldenrod4
609,236,"389,094","19,631",Male infertility and abnormal spermatozoa,genitourinary,https://www.dropbox.com/s/943b6pj1y4o1lmj/609-Maleinfertilityandabnormalspermatozoa-236cases-389094controls.mh.pdf?dl=0,goldenrod4
609.1,67,"389,094","19,800","Infertility, male",genitourinary,https://www.dropbox.com/s/ec0ggzhno0aa454/609.1-Infertility-male-67cases-389094controls.mh.pdf?dl=0,goldenrod4
610,"3,379","401,746","3,836",Benign mammary dysplasias,genitourinary,https://www.dropbox.com/s/k9tulw8tfu8o7cd/610-Benignmammarydysplasias-3379cases-401746controls.mh.pdf?dl=0,goldenrod4
610.1,928,"401,746","6,287",Cystic mastopathy,genitourinary,https://www.dropbox.com/s/zua49bqvorx5p8a/610.1-Cysticmastopathy-928cases-401746controls.mh.pdf?dl=0,goldenrod4
610.2,306,"401,746","6,909",Fibroadenosis of breast,genitourinary,https://www.dropbox.com/s/ojynhl6lbj57iz2/610.2-Fibroadenosisofbreast-306cases-401746controls.mh.pdf?dl=0,goldenrod4
610.3,302,"401,746","6,913",Fibrosclerosis of breast,genitourinary,https://www.dropbox.com/s/097yzr4edfqbra5/610.3-Fibrosclerosisofbreast-302cases-401746controls.mh.pdf?dl=0,goldenrod4
610.4,"1,553","401,746","5,662",Benign neoplasm of breast,genitourinary,https://www.dropbox.com/s/ls4wxaeh887tsqz/610.4-Benignneoplasmofbreast-1553cases-401746controls.mh.pdf?dl=0,goldenrod4
610.8,696,"401,746","6,519",Other specified benign mammary dysplasias,genitourinary,https://www.dropbox.com/s/msxoldnmrizzq73/610.8-Otherspecifiedbenignmammarydysplasias-696cases-401746controls.mh.pdf?dl=0,goldenrod4
611,"1,580","401,746","5,635",Abnormal findings on mammogram or breast exam,genitourinary,https://www.dropbox.com/s/9eugnkh1akaz7zh/611-Abnormalfindingsonmammogramorbreastexam-1580cases-401746controls.mh.pdf?dl=0,goldenrod4
611.1,57,"401,746","7,158",Abnormal mammogram,genitourinary,https://www.dropbox.com/s/k6ns5zbvfl66prw/611.1-Abnormalmammogram-57cases-401746controls.mh.pdf?dl=0,goldenrod4
611.3,"1,525","401,746","5,690",Lump or mass in breast,genitourinary,https://www.dropbox.com/s/mxptypk4qoaxner/611.3-Lumpormassinbreast-1525cases-401746controls.mh.pdf?dl=0,goldenrod4
612,942,"401,746","6,273","Breast conditions, congenital or relating to hormones",genitourinary,https://www.dropbox.com/s/nne94m6h2af9pqx/612-Breastconditions-congenitalorrelatingtohormones-942cases-401746controls.mh.pdf?dl=0,goldenrod4
612.2,854,"401,746","6,361",Hypertrophy of breast (Gynecomastia),genitourinary,https://www.dropbox.com/s/9ptk6qnraiunha7/612.2-Hypertrophyofbreast-Gynecomastia--854cases-401746controls.mh.pdf?dl=0,goldenrod4
612.3,78,"401,746","7,137",Congenital anomalies of breast,genitourinary,https://www.dropbox.com/s/9q1frq3w4j5riyt/612.3-Congenitalanomaliesofbreast-78cases-401746controls.mh.pdf?dl=0,goldenrod4
613,"1,983","406,978",0,Other nonmalignant breast conditions,genitourinary,https://www.dropbox.com/s/9cx66388r9c7sbx/613-Othernonmalignantbreastconditions-1983cases-406978controls.mh.pdf?dl=0,goldenrod4
613.1,723,"406,978","1,260",Inflammatory disease of breast,genitourinary,https://www.dropbox.com/s/jox0a7rl1l2zvwq/613.1-Inflammatorydiseaseofbreast-723cases-406978controls.mh.pdf?dl=0,goldenrod4
613.5,77,"406,978","1,906",Mastodynia,genitourinary,https://www.dropbox.com/s/2z6avd4h5ed5keg/613.5-Mastodynia-77cases-406978controls.mh.pdf?dl=0,goldenrod4
613.7,704,"406,978","1,279",Other signs and symptoms in breast,genitourinary,https://www.dropbox.com/s/r84dsyeyrf70ta7/613.7-Othersignsandsymptomsinbreast-704cases-406978controls.mh.pdf?dl=0,goldenrod4
613.8,328,"406,978","1,655",Other specified disorders of breast,genitourinary,https://www.dropbox.com/s/vll5wcuidjai34h/613.8-Otherspecifieddisordersofbreast-328cases-406978controls.mh.pdf?dl=0,goldenrod4
613.9,207,"406,978","1,776",Breast disorder NOS,genitourinary,https://www.dropbox.com/s/kt2aixivwv5yp1n/613.9-BreastdisorderNOS-207cases-406978controls.mh.pdf?dl=0,goldenrod4
614,"6,204","399,757","3,000",Inflammatory diseases of female pelvic organs,genitourinary,https://www.dropbox.com/s/50ehurwksi3qe7g/614-Inflammatorydiseasesoffemalepelvicorgans-6204cases-399757controls.mh.pdf?dl=0,goldenrod4
614.1,"2,546","399,757","6,658","Pelvic peritoneal adhesions, female (postoperative) (postinfection)",genitourinary,https://www.dropbox.com/s/bta4nrrkdvtxt60/614.1-Pelvicperitonealadhesions-female-postoperative--postinfection--2546cases-399757controls.mh.pdf?dl=0,goldenrod4
614.3,936,"399,757","8,268",Pelvic inflammatory disease (PID),genitourinary,https://www.dropbox.com/s/js2tkktj8zwh9c3/614.3-Pelvicinflammatorydisease-PID--936cases-399757controls.mh.pdf?dl=0,goldenrod4
614.31,61,"399,757","9,143",Acute inflammatory pelvic disease,genitourinary,https://www.dropbox.com/s/sy7o9cxv9dm8bn3/614.31-Acuteinflammatorypelvicdisease-61cases-399757controls.mh.pdf?dl=0,goldenrod4
614.32,423,"399,757","8,781",Chronic inflammatory pelvic disease,genitourinary,https://www.dropbox.com/s/dml7pwhs14vsfjx/614.32-Chronicinflammatorypelvicdisease-423cases-399757controls.mh.pdf?dl=0,goldenrod4
614.33,352,"399,757","8,852","Pelvic inflammatory disease, NOS",genitourinary,https://www.dropbox.com/s/j92fuw6ue0k6d5i/614.33-Pelvicinflammatorydisease-NOS-352cases-399757controls.mh.pdf?dl=0,goldenrod4
614.4,278,"399,757","8,926","Inflammatory diseases of uterus, except cervix",genitourinary,https://www.dropbox.com/s/c70ubng7rro4n80/614.4-Inflammatorydiseasesofuterus-exceptcervix-278cases-399757controls.mh.pdf?dl=0,goldenrod4
614.5,"2,864","399,757","6,340","Inflammatory disease of cervix, vagina, and vulva",genitourinary,https://www.dropbox.com/s/9g77uglqx7gfomz/614.5-Inflammatorydiseaseofcervix-vagina-andvulva-2864cases-399757controls.mh.pdf?dl=0,goldenrod4
614.51,"1,323","399,757","7,881",Cervicitis and endocervicitis,genitourinary,https://www.dropbox.com/s/lv1yztgt4xy79tl/614.51-Cervicitisandendocervicitis-1323cases-399757controls.mh.pdf?dl=0,goldenrod4
614.52,428,"399,757","8,776",Vaginitis and vulvovaginitis,genitourinary,https://www.dropbox.com/s/yo4maiket0ii8cl/614.52-Vaginitisandvulvovaginitis-428cases-399757controls.mh.pdf?dl=0,goldenrod4
614.53,758,"399,757","8,446",Cyst or abscess of Bartholin's gland,genitourinary,https://www.dropbox.com/s/8mpq1pgxygroa1w/614.53-CystorabscessofBartholinsgland-758cases-399757controls.mh.pdf?dl=0,goldenrod4
614.54,274,"399,757","8,930",Abscess or ulceration of vulva,genitourinary,https://www.dropbox.com/s/o92cbu2lag5q6el/614.54-Abscessorulcerationofvulva-274cases-399757controls.mh.pdf?dl=0,goldenrod4
615,"4,053","399,757","5,151",Endometriosis,genitourinary,https://www.dropbox.com/s/qydfcx24emotue0/615-Endometriosis-4053cases-399757controls.mh.pdf?dl=0,goldenrod4
617,305,"396,730","11,926","Disorders secondary to childbirth, surgery, trauma",injuries & poisonings,https://www.dropbox.com/s/nv77fn5x7n8md03/617-Disorderssecondarytochildbirth-surgery-trauma-305cases-396730controls.mh.pdf?dl=0,red4
618,"11,966","396,730",265,Genital prolapse,genitourinary,https://www.dropbox.com/s/3g81pmu4kzcoqkh/618-Genitalprolapse-11966cases-396730controls.mh.pdf?dl=0,goldenrod4
618.1,"7,462","396,730","4,769",Prolapse of vaginal walls,genitourinary,https://www.dropbox.com/s/79bc6o0oca819pb/618.1-Prolapseofvaginalwalls-7462cases-396730controls.mh.pdf?dl=0,goldenrod4
618.2,"5,428","396,730","6,803",Uterine/Uterovaginal prolapse,genitourinary,https://www.dropbox.com/s/cbuejvqnuxb84pi/618.2-UterineUterovaginalprolapse-5428cases-396730controls.mh.pdf?dl=0,goldenrod4
618.5,513,"396,730","11,718",Prolapse of vaginal vault after hysterectomy,genitourinary,https://www.dropbox.com/s/h0qs75deda2rts6/618.5-Prolapseofvaginalvaultafterhysterectomy-513cases-396730controls.mh.pdf?dl=0,goldenrod4
618.6,681,"396,730","11,550","Vaginal enterocele, congenital or acquired",genitourinary,https://www.dropbox.com/s/ivnnyf1cjth29iu/618.6-Vaginalenterocele-congenitaloracquired-681cases-396730controls.mh.pdf?dl=0,goldenrod4
619,"9,332","399,629",0,Noninflammatory female genital disorders,genitourinary,https://www.dropbox.com/s/itanjzr9u3elkpe/619-Noninflammatoryfemalegenitaldisorders-9332cases-399629controls.mh.pdf?dl=0,goldenrod4
619.1,730,"399,629","8,602","Noninflammatory disorders of ovary, fallopian tube, and broad ligament",genitourinary,https://www.dropbox.com/s/ozqkdzccbr8nm1t/619.1-Noninflammatorydisordersofovary-fallopiantube-andbroadligament-730cases-399629controls.mh.pdf?dl=0,goldenrod4
619.2,"3,336","399,629","5,996","Disorders of uterus, NEC",genitourinary,https://www.dropbox.com/s/q938puxpufq1o5w/619.2-Disordersofuterus-NEC-3336cases-399629controls.mh.pdf?dl=0,goldenrod4
619.3,"2,884","399,629","6,448",Noninflammatory disorders of cervix,genitourinary,https://www.dropbox.com/s/liebejrbozvc411/619.3-Noninflammatorydisordersofcervix-2884cases-399629controls.mh.pdf?dl=0,goldenrod4
